,0,1,2,3,4,5,6,7,8,9
66,"[ 0.04484329 -0.03337995  0.06536922 -0.00242634  0.02718703 -0.10372059
 -0.03590977 -0.05326551]","[ 0.04581854 -0.0337589   0.06440595 -0.00187478  0.02665431 -0.1024172
 -0.03652276 -0.0547385 ]","[ 0.04553326 -0.02967335  0.0671213  -0.00340013  0.02596279 -0.09996567
 -0.03543789 -0.05291404]","[ 0.0470258  -0.0321771   0.06731351 -0.00201379  0.02607694 -0.10127777
 -0.03625312 -0.05507959]","[ 0.04434811 -0.03262431  0.06528302 -0.0009409   0.02541564 -0.09903354
 -0.03448251 -0.05397947]","[ 0.04692316 -0.03499921  0.06642627 -0.00122482  0.02829535 -0.10518313
 -0.03746904 -0.05443402]","[ 0.04692951 -0.03068821  0.06864164 -0.00463302  0.0264408  -0.10196507
 -0.03533528 -0.05087771]","[ 0.04649103 -0.02926177  0.06894304 -0.00519801  0.02641368 -0.10035265
 -0.03497242 -0.04968267]","[ 0.04666226 -0.02914171  0.06836126 -0.00466784  0.02614893 -0.10036642
 -0.03550473 -0.05174159]","[ 0.04651423 -0.02979448  0.06803424 -0.00335643  0.02601947 -0.10030896
 -0.03574295 -0.05336433]"
67,"[ 0.04484708 -0.03338583  0.06536564 -0.00241525  0.02718659 -0.10370512
 -0.03590614 -0.05325866]","[ 0.04582378 -0.03376875  0.06441901 -0.00185317  0.02664804 -0.10240089
 -0.03650719 -0.05472772]","[ 0.04553729 -0.02968061  0.06712972 -0.00337973  0.02595304 -0.09995267
 -0.03542139 -0.05290765]","[ 0.04703415 -0.03218725  0.0673183  -0.00199801  0.0260772  -0.10125861
 -0.03624394 -0.05507033]","[ 0.04435645 -0.03262331  0.06528967 -0.0009124   0.02540028 -0.09902686
 -0.03445469 -0.05397193]","[ 0.04692842 -0.03500661  0.06641625 -0.00122856  0.02830147 -0.10516662
 -0.03747517 -0.05442932]","[ 0.04693157 -0.03069858  0.06863937 -0.0046294   0.02644621 -0.10195308
 -0.03533673 -0.05087107]","[ 0.04648879 -0.02927198  0.06894473 -0.00519372  0.02641917 -0.10034482
 -0.03497404 -0.04967485]","[ 0.04666306 -0.02915031  0.06836634 -0.00465707  0.02614713 -0.10035293
 -0.03549809 -0.05173659]","[ 0.04651901 -0.02980217  0.06803916 -0.00334114  0.0260132  -0.10029357
 -0.0357322  -0.05335823]"
68,"[ 0.04484941 -0.03339087  0.06536418 -0.00240449  0.02718644 -0.10369051
 -0.03590223 -0.05325167]","[ 0.04582748 -0.033778    0.06443405 -0.00183185  0.02664252 -0.10238495
 -0.03649131 -0.05471622]","[ 0.04553967 -0.02968564  0.06713842 -0.00335957  0.02594306 -0.0999418
 -0.03540595 -0.05290181]","[ 0.0470406  -0.03219661  0.0673248  -0.00198201  0.02607726 -0.10124128
 -0.03623455 -0.05506041]","[ 0.04436229 -0.0326202   0.06529856 -0.00088506  0.0253849  -0.09902213
 -0.0344268  -0.05396483]","[ 0.04693169 -0.03501387  0.06640851 -0.00123254  0.02830781 -0.10515166
 -0.03748043 -0.05442354]","[ 0.04693308 -0.03070845  0.06863578 -0.00462621  0.02645191 -0.10194248
 -0.03534026 -0.05086406]","[ 0.04648656 -0.02928162  0.06894419 -0.00519016  0.02642528 -0.10033787
 -0.0349786  -0.04966683]","[ 0.04666325 -0.02915788  0.06837028 -0.00464635  0.02614552 -0.10034075
 -0.0354934  -0.05173147]","[ 0.04652223 -0.02980823  0.0680441  -0.00332569  0.02600664 -0.10028036
 -0.03572248 -0.05335222]"
69,"[ 0.04485077 -0.03339471  0.06536504 -0.00239385  0.02718609 -0.10367701
 -0.03589808 -0.05324554]","[ 0.04583002 -0.03378622  0.06445117 -0.00181075  0.02663737 -0.10236976
 -0.03647533 -0.05470499]","[ 0.04554088 -0.02968798  0.06714751 -0.00333963  0.02593211 -0.09993313
 -0.03539154 -0.05289789]","[ 0.0470454  -0.03220434  0.06733325 -0.00196572  0.02607653 -0.101226
 -0.03622474 -0.05505097]","[ 0.04436623 -0.03261491  0.06530942 -0.00085915  0.02536924 -0.09901979
 -0.03439955 -0.05395935]","[ 0.04693308 -0.03502006  0.06640357 -0.00123645  0.02831387 -0.10513861
 -0.03748445 -0.05441755]","[ 0.0469345  -0.03071718  0.06863134 -0.00462298  0.02645687 -0.10193307
 -0.03534529 -0.05085805]","[ 0.04648486 -0.02929014  0.06894183 -0.00518695  0.02643077 -0.10033158
 -0.03498558 -0.04966019]","[ 0.04666324 -0.02916377  0.06837345 -0.00463541  0.02614307 -0.10032978
 -0.03549021 -0.05172771]","[ 0.04652427 -0.02981199  0.06804933 -0.00331     0.025999   -0.10026934
 -0.03571352 -0.05334766]"
70,"[ 0.04485164 -0.03339712  0.0653683  -0.00238322  0.02718511 -0.10366465
 -0.03589365 -0.05324124]","[ 0.04583185 -0.03379309  0.06447035 -0.00178986  0.02663224 -0.10235553
 -0.03645943 -0.05469498]","[ 0.04554135 -0.02968724  0.06715719 -0.00332     0.02591966 -0.09992642
 -0.03537792 -0.05289707]","[ 0.04704886 -0.03220965  0.06734382 -0.00194915  0.02607452 -0.10121277
 -0.03621432 -0.05504313]","[ 0.04436885 -0.03260745  0.06532191 -0.00083495  0.0253531  -0.09902
 -0.03437345 -0.05395649]","[ 0.04693289 -0.03502441  0.06640165 -0.00124004  0.02831913 -0.10512763
 -0.03748702 -0.05441225]","[ 0.04693617 -0.03072409  0.06862664 -0.00461938  0.02646027 -0.10192436
 -0.03535102 -0.05085428]","[ 0.04648404 -0.02929693  0.06893824 -0.00518388  0.02643474 -0.10032538
 -0.0349941  -0.04965626]","[ 0.04666333 -0.02916731  0.06837632 -0.00462415  0.02613901 -0.10031959
 -0.03548786 -0.05172656]","[ 0.04652545 -0.02981276  0.06805521 -0.00329412  0.02598971 -0.10026023
 -0.03570489 -0.05334575]"
71,"[ 0.04485242 -0.03339796  0.06537388 -0.00237259  0.02718326 -0.10365328
 -0.03588889 -0.05323941]","[ 0.04583334 -0.03379847  0.06449136 -0.00176927  0.02662694 -0.10234228
 -0.0364438  -0.05468689]","[ 0.04554129 -0.02968313  0.06716769 -0.00330086  0.02590549 -0.09992119
 -0.03536465 -0.05290014]","[ 0.04705121 -0.03221189  0.06735651 -0.00193246  0.02607093 -0.10120146
 -0.03620313 -0.05503775]","[ 0.04437057 -0.03259796  0.06533567 -0.00081282  0.02533644 -0.09902267
 -0.0343488  -0.05395689]","[ 0.04693149 -0.03502636  0.06640272 -0.00124316  0.02832322 -0.10511869
 -0.03748814 -0.05440843]","[ 0.04693822 -0.03072863  0.06862228 -0.00461525  0.0264617  -0.10191569
 -0.03535659 -0.05085359]","[ 0.04648414 -0.02930148  0.06893412 -0.00518082  0.02643672 -0.10031857
 -0.03500314 -0.04965589]","[ 0.04666359 -0.02916796  0.06837945 -0.00461259  0.02613301 -0.10030958
 -0.03548554 -0.05172887]","[ 0.0465259  -0.02981002  0.06806206 -0.00327825  0.02597852 -0.10025256
 -0.0356961  -0.05334734]"
72,"[ 0.04485331 -0.03339731  0.0653816  -0.00236205  0.02718059 -0.1036426
 -0.0358838  -0.05324033]","[ 0.04583475 -0.03380239  0.06451387 -0.00174913  0.02662145 -0.10232989
 -0.03642865 -0.05468106]","[ 0.04554072 -0.02967561  0.06717919 -0.00328244  0.02588977 -0.09991687
 -0.0353513  -0.05290731]","[ 0.04705255 -0.03221068  0.06737116 -0.00191589  0.02606573 -0.1011918
 -0.03619114 -0.05503533]","[ 0.04437163 -0.03258675  0.06535031 -0.00079306  0.02531948 -0.09902751
 -0.03432576 -0.05396073]","[ 0.04692925 -0.03502563  0.06640645 -0.00124583  0.02832594 -0.10511156
 -0.03748801 -0.05440665]","[ 0.04694054 -0.03073046  0.0686188  -0.00461053  0.02646117 -0.10190645
 -0.03536123 -0.05085625]","[ 0.04648496 -0.02930352  0.06893016 -0.00517774  0.02643674 -0.10031044
 -0.03501173 -0.04965922]","[ 0.04666385 -0.02916541  0.06838332 -0.00460088  0.02612517 -0.10029916
 -0.03548256 -0.05173484]","[ 0.0465256  -0.02980345  0.06807015 -0.00326261  0.02596555 -0.10024579
 -0.03568671 -0.05335275]"
73,"[ 0.04485434 -0.03339542  0.06539112 -0.00235174  0.02717743 -0.10363225
 -0.03587841 -0.05324381]","[ 0.04583618 -0.0338051   0.06453742 -0.00172969  0.02661601 -0.10231809
 -0.03641422 -0.05467745]","[ 0.04553943 -0.0296649   0.06719179 -0.00326492  0.02587305 -0.09991292
 -0.03533756 -0.05291815]","[ 0.0470529  -0.03220595  0.06738745 -0.00189978  0.0260592  -0.10118348
 -0.03617847 -0.05503591]","[ 0.04437202 -0.03257427  0.06536543 -0.00077594  0.02530272 -0.09903406
 -0.03430444 -0.05396767]","[ 0.04692649 -0.03502225  0.06641234 -0.00124815  0.02832734 -0.10510588
 -0.03748697 -0.05440715]","[ 0.04694283 -0.03072956  0.06861657 -0.00460521  0.02645909 -0.10189612
 -0.03536442 -0.05086191]","[ 0.04648602 -0.02930306  0.0689269  -0.00517457  0.0264353  -0.10030047
 -0.03501911 -0.04966572]","[ 0.04666375 -0.02915968  0.06838826 -0.00458912  0.026116   -0.10028785
 -0.03547842 -0.05174403]","[ 0.04652434 -0.02979308  0.06807957 -0.00324748  0.02595128 -0.10023945
 -0.03567646 -0.05336171]"
74,"[ 0.04485541 -0.03339272  0.06540204 -0.00234183  0.02717434 -0.10362188
 -0.03587292 -0.05324928]","[ 0.04583763 -0.033807    0.06456149 -0.00171117  0.02661107 -0.10230657
 -0.03640082 -0.05467566]","[ 0.04553715 -0.0296515   0.06720544 -0.00324841  0.0258561  -0.09990891
 -0.03532332 -0.05293175]","[ 0.04705219 -0.03219793  0.0674049  -0.00188447  0.02605184 -0.10117619
 -0.03616541 -0.0550391 ]","[ 0.04437162 -0.03256112  0.06538065 -0.00076162  0.02528684 -0.09904181
 -0.0342849  -0.05397695]","[ 0.04692348 -0.03501655  0.06641975 -0.00125037  0.02832768 -0.10510123
 -0.0374855  -0.05440991]","[ 0.04694469 -0.03072625  0.0686157  -0.0045993   0.02645615 -0.10188445
 -0.03536597 -0.05086969]","[ 0.04648679 -0.02930044  0.06892463 -0.00517121  0.02643316 -0.10028841
 -0.03502487 -0.04967424]","[ 0.04666285 -0.02915115  0.06839437 -0.00457742  0.02610628 -0.1002754
 -0.03547296 -0.05175548]","[ 0.04652185 -0.02977926  0.06809022 -0.00323307  0.02593643 -0.10023322
 -0.03566536 -0.05337344]"
75,"[ 0.04485635 -0.0333898   0.06541385 -0.00233241  0.02717197 -0.10361119
 -0.03586759 -0.0532559 ]","[ 0.04583902 -0.03380866  0.06458553 -0.00169377  0.02660714 -0.10229501
 -0.03638877 -0.05467507]","[ 0.04553361 -0.02963615  0.0672199  -0.00323291  0.02583977 -0.09990462
 -0.03530875 -0.05294689]","[ 0.04705034 -0.03218719  0.06742292 -0.00187026  0.02604425 -0.10116968
 -0.03615239 -0.05504421]","[ 0.04437026 -0.03254795  0.06539555 -0.00075007  0.02527258 -0.09905029
 -0.03426727 -0.05398757]","[ 0.04692043 -0.03500912  0.06642799 -0.00125275  0.02832736 -0.10509715
 -0.0374841  -0.0544146 ]","[ 0.04694575 -0.03072114  0.06861606 -0.00459277  0.02645315 -0.10187143
 -0.03536605 -0.05087838]","[ 0.04648676 -0.0292963   0.06892333 -0.00516747  0.02643118 -0.10027435
 -0.03502905 -0.04968334]","[ 0.04666076 -0.02914048  0.06840147 -0.00456579  0.02609688 -0.10026182
 -0.0354664  -0.05176785]","[ 0.04651789 -0.02976263  0.0681018  -0.0032195   0.02592179 -0.10022695
 -0.03565369 -0.05338686]"
76,"[ 0.04485704 -0.03338729  0.06542604 -0.00232354  0.02717096 -0.10359999
 -0.03586277 -0.05326276]","[ 0.04584029 -0.03381071  0.06460905 -0.00167758  0.0266047  -0.10228319
 -0.03637837 -0.05467493]","[ 0.04552863 -0.02961973  0.06723477 -0.00321829  0.0258248  -0.09990001
 -0.0352942  -0.05296226]","[ 0.04704736 -0.03217453  0.06744085 -0.00185735  0.02603703 -0.10116378
 -0.03613993 -0.0550504 ]","[ 0.04436781 -0.03253541  0.0654098  -0.00074114  0.02526057 -0.09905912
 -0.03425169 -0.05399846]","[ 0.04691752 -0.03500074  0.06643638 -0.0012555   0.02832683 -0.10509327
 -0.03748322 -0.05442073]","[ 0.04694575 -0.03071508  0.06861724 -0.00458558  0.02645082 -0.10185732
 -0.03536511 -0.05088667]","[ 0.04648559 -0.02929146  0.06892274 -0.00516314  0.02643009 -0.10025864
 -0.03503199 -0.0496915 ]","[ 0.04665724 -0.02912857  0.06840915 -0.00455419  0.02608856 -0.10024736
 -0.03545923 -0.05177977]","[ 0.04651236 -0.02974409  0.06811382 -0.0032068   0.02590807 -0.10022067
 -0.03564193 -0.05340076]"
77,"[ 0.04485739 -0.03338584  0.06543813 -0.00231517  0.02717175 -0.10358824
 -0.03585882 -0.05326898]","[ 0.04584142 -0.03381376  0.06463162 -0.00166264  0.0266041  -0.10227093
 -0.03636991 -0.05467452]","[ 0.04552225 -0.02960313  0.06724958 -0.00320438  0.02581171 -0.0998952
 -0.0352802  -0.05297671]","[ 0.04704335 -0.03216086  0.06745807 -0.00184585  0.02603066 -0.10115837
 -0.03612855 -0.05505681]","[ 0.04436423 -0.03252409  0.06542309 -0.00073454  0.02525122 -0.09906805
 -0.03423832 -0.05400869]","[ 0.0469149  -0.03499228  0.06644438 -0.0012588   0.02832651 -0.10508931
 -0.03748324 -0.05442771]","[ 0.04694464 -0.030709    0.06861871 -0.00457767  0.02644969 -0.10184252
 -0.03536379 -0.05089338]","[ 0.04648318 -0.02928683  0.06892234 -0.005158    0.02643039 -0.10024185
 -0.03503431 -0.04969741]","[ 0.0466523  -0.0291164   0.06841685 -0.00454255  0.02608182 -0.10023241
 -0.03545212 -0.05179004]","[ 0.04650532 -0.02972461  0.0681257  -0.00319491  0.02589576 -0.10021455
 -0.03563071 -0.05341405]"
78,"[ 0.0448574  -0.03338594  0.06544974 -0.00230725  0.0271746  -0.103576
 -0.03585602 -0.05327389]","[ 0.04584241 -0.03381831  0.06465294 -0.00164888  0.02660551 -0.10225819
 -0.03636354 -0.05467325]","[ 0.04551465 -0.02958717  0.06726384 -0.00319096  0.0258007  -0.09989042
 -0.03526728 -0.05298944]","[ 0.0470385  -0.03214709  0.06747407 -0.00183577  0.02602539 -0.10115343
 -0.03611867 -0.05506273]","[ 0.04435958 -0.03251437  0.06543522 -0.00072988  0.02524467 -0.09907694
 -0.0342273  -0.05401763]","[ 0.04691268 -0.03498456  0.06645161 -0.00126273  0.02832668 -0.10508513
 -0.03748432 -0.05443496]","[ 0.04694256 -0.0307038   0.0686199  -0.00456904  0.02645    -0.10182752
 -0.03536274 -0.05089766]","[ 0.04647972 -0.02928325  0.06892157 -0.00515192  0.02643223 -0.10022461
 -0.03503669 -0.04970023]","[ 0.04664613 -0.02910492  0.06842396 -0.0045308   0.02607685 -0.10021745
 -0.0354458  -0.05179783]","[ 0.04649702 -0.02970514  0.06813687 -0.00318377  0.02588508 -0.10020883
 -0.03562061 -0.05342594]"
79,"[ 0.04485709 -0.03338792  0.06546064 -0.00229967  0.02717948 -0.10356337
 -0.03585455 -0.05327706]","[ 0.04584329 -0.03382468  0.06467287 -0.00163619  0.02660887 -0.10224502
 -0.0363593  -0.05467075]","[ 0.04550616 -0.02957247  0.06727716 -0.00317791  0.02579167 -0.09988589
 -0.03525592 -0.05300004]","[ 0.04703307 -0.03213402  0.06748851 -0.00182708  0.0260213  -0.10114893
 -0.03611054 -0.05506767]","[ 0.04435403 -0.03250644  0.06544609 -0.00072678  0.02524074 -0.09908573
 -0.0342187  -0.05402492]","[ 0.04691089 -0.03497826  0.06645786 -0.00126725  0.02832752 -0.10508072
 -0.03748649 -0.05444192]","[ 0.04693982 -0.03070019  0.06862031 -0.00455977  0.0264517  -0.10181278
 -0.03536255 -0.05089911]","[ 0.04647555 -0.02928135  0.06891991 -0.00514492  0.02643545 -0.10020751
 -0.03503977 -0.0496996 ]","[ 0.04663916 -0.02909487  0.06842997 -0.00451899  0.02607356 -0.10020288
 -0.03544087 -0.05180276]","[ 0.04648783 -0.02968648  0.06814688 -0.00317332  0.02587595 -0.1002037
 -0.03561215 -0.05343599]"
80,"[ 0.04485655 -0.03339186  0.06547075 -0.00229234  0.02718615 -0.10355053
 -0.03585446 -0.05327833]","[ 0.04584409 -0.033833    0.06469143 -0.00162446  0.02661393 -0.1022315
 -0.0363571  -0.05466681]","[ 0.0454972  -0.02955936  0.0672893  -0.00316519  0.02578432 -0.09988174
 -0.03524645 -0.05300855]","[ 0.04702731 -0.03212222  0.06750124 -0.00181966  0.02601825 -0.10114487
 -0.03610427 -0.05507138]","[ 0.04434778 -0.03250026  0.06545573 -0.00072491  0.02523906 -0.09909441
 -0.03421252 -0.05403055]","[ 0.04690948 -0.03497386  0.06646314 -0.00127229  0.02832906 -0.10507618
 -0.03748958 -0.05444812]","[ 0.0469368  -0.03069863  0.06861962 -0.00455004  0.02645452 -0.10179862
 -0.03536358 -0.05089775]","[ 0.04647118 -0.02928153  0.06891698 -0.00513719  0.02643968 -0.10019098
 -0.03504399 -0.04969573]","[ 0.04663185 -0.02908674  0.06843455 -0.00450725  0.02607158 -0.100189
 -0.03543777 -0.05180494]","[ 0.04647821 -0.02966917  0.06815545 -0.00316358  0.0258681  -0.10019931
 -0.03560561 -0.05344418]"
81,"[ 0.04485583 -0.03339765  0.06548011 -0.00228524  0.02719424 -0.10353759
 -0.03585566 -0.05327775]","[ 0.0458448  -0.03384315  0.06470873 -0.00161356  0.02662035 -0.10221776
 -0.03635674 -0.05466141]","[ 0.04548817 -0.02954795  0.06730019 -0.00315288  0.0257782  -0.09987804
 -0.03523901 -0.05301532]","[ 0.04702147 -0.03211201  0.06751233 -0.00181342  0.026016   -0.10114121
 -0.03609976 -0.05507384]","[ 0.04434106 -0.03249559  0.06546426 -0.00072403  0.0252391  -0.09910296
 -0.03420864 -0.05403477]","[ 0.0469083  -0.03497156  0.06646761 -0.0012777   0.02833119 -0.10507167
 -0.03749335 -0.05445323]","[ 0.04693392 -0.03069926  0.06861774 -0.00454016  0.02645808 -0.1017852
 -0.03536599 -0.05089399]","[ 0.04646711 -0.02928384  0.06891265 -0.00512913  0.02644441 -0.10017524
 -0.03504958 -0.04968924]","[ 0.0466247  -0.02908072  0.06843759 -0.00449586  0.02607046 -0.1001759
 -0.03543665 -0.05180488]","[ 0.04646857 -0.02965348  0.06816254 -0.00315463  0.02586114 -0.10019565
 -0.03560111 -0.05345079]"
82,"[ 0.04485498 -0.03340497  0.06548888 -0.00227837  0.02720328 -0.10352467
 -0.03585796 -0.05327556]","[ 0.04584542 -0.03385484  0.06472498 -0.00160342  0.0266277  -0.10220392
 -0.03635796 -0.0546547 ]","[ 0.04547942 -0.02953806  0.06730995 -0.00314118  0.02577285 -0.09987471
 -0.03523356 -0.05302094]","[ 0.04701572 -0.03210345  0.067522   -0.00180826  0.02601422 -0.10113786
 -0.03609681 -0.05507522]","[ 0.0443341  -0.03249204  0.06547188 -0.000724    0.02524027 -0.09911135
 -0.03420686 -0.05403796]","[ 0.04690717 -0.03497132  0.06647148 -0.00128331  0.02833378 -0.10506741
 -0.0374975  -0.054457  ]","[ 0.0469315  -0.03070195  0.06861481 -0.00453052  0.02646194 -0.10177254
 -0.03536973 -0.0508885 ]","[ 0.0464638  -0.02928808  0.06890701 -0.00512124  0.02644917 -0.10016031
 -0.03505653 -0.049681  ]","[ 0.04661813 -0.02907668  0.06843923 -0.00448517  0.02606973 -0.10016355
 -0.03543747 -0.05180331]","[ 0.04645925 -0.02963939  0.06816831 -0.00314663  0.02585466 -0.10019263
 -0.03559855 -0.05345633]"
83,"[ 0.04485406 -0.03341337  0.06549726 -0.00227177  0.02721278 -0.10351183
 -0.0358611  -0.05327208]","[ 0.04584593 -0.03386767  0.06474042 -0.00159398  0.02663552 -0.1021901
 -0.03636046 -0.05464687]","[ 0.0454712  -0.02952936  0.06731883 -0.00313035  0.02576786 -0.09987162
 -0.0352299  -0.05302607]","[ 0.04701016 -0.03209636  0.06753057 -0.00180407  0.02601262 -0.10113475
 -0.03609514 -0.05507582]","[ 0.04432711 -0.03248917  0.0654788  -0.00072476  0.025242   -0.09911954
 -0.03420692 -0.05404061]","[ 0.04690586 -0.03497288  0.06647501 -0.00128895  0.02833661 -0.10506361
 -0.03750178 -0.05445933]","[ 0.04692979 -0.03070629  0.06861111 -0.00452155  0.02646574 -0.1017605
 -0.03537455 -0.05088205]","[ 0.04646157 -0.02929385  0.06890035 -0.00511411  0.02645358 -0.10014606
 -0.03506461 -0.04967199]","[ 0.04661243 -0.02907429  0.06843978 -0.00447557  0.02606899 -0.10015176
 -0.03543999 -0.05180108]","[ 0.0464505  -0.02962669  0.06817305 -0.00313976  0.0258483  -0.10019007
 -0.03559769 -0.0534614 ]"
84,"[ 0.04485312 -0.03342236  0.06550544 -0.0022655   0.0272223  -0.10349908
 -0.03586479 -0.05326769]","[ 0.04584633 -0.03388117  0.06475521 -0.00158521  0.02664342 -0.10217642
 -0.03636394 -0.05463822]","[ 0.04546366 -0.0295214   0.06732714 -0.00312066  0.02576294 -0.09986858
 -0.03522774 -0.05303134]","[ 0.04700487 -0.03209043  0.06753835 -0.00180077  0.02601091 -0.10113181
 -0.03609447 -0.05507598]","[ 0.04432031 -0.03248656  0.06548522 -0.00072631  0.0252438  -0.09912746
 -0.03420847 -0.05404317]","[ 0.04690419 -0.03497584  0.06647837 -0.00129447  0.02833947 -0.10506047
 -0.03750601 -0.05446023]","[ 0.0469289  -0.03071174  0.06860706 -0.00451362  0.02646921 -0.10174889
 -0.03538015 -0.05087541]","[ 0.04646058 -0.02930059  0.06889308 -0.00510827  0.02645741 -0.10013228
 -0.0350735  -0.0496631 ]","[ 0.04660774 -0.02907304  0.06843966 -0.00446744  0.02606797 -0.10014032
 -0.03544385 -0.05179897]","[ 0.04644243 -0.02961496  0.06817714 -0.00313419  0.0258418  -0.10018777
 -0.03559822 -0.05346659]"
85,"[ 0.04485223 -0.03343147  0.06551355 -0.00225959  0.02723147 -0.10348645
 -0.03586872 -0.05326275]","[ 0.04584665 -0.03389486  0.06476948 -0.00157708  0.02665103 -0.10216297
 -0.03636813 -0.05462903]","[ 0.04545686 -0.02951375  0.06733519 -0.00311232  0.02575792 -0.09986546
 -0.03522673 -0.05303724]","[ 0.04699985 -0.03208523  0.06754562 -0.00179824  0.02600892 -0.10112897
 -0.03609454 -0.05507605]","[ 0.04431386 -0.03248386  0.06549129 -0.00072866  0.02524529 -0.0991351
 -0.03421112 -0.05404603]","[ 0.04690205 -0.0349797   0.06648166 -0.00129974  0.02834215 -0.10505816
 -0.0375101  -0.05445984]","[ 0.04692883 -0.0307177   0.06860303 -0.00450704  0.02647221 -0.10173753
 -0.03538618 -0.05086921]","[ 0.04646086 -0.02930776  0.06888564 -0.00510414  0.02646059 -0.10011875
 -0.03508281 -0.04965502]","[ 0.04660406 -0.02907238  0.06843928 -0.00446101  0.02606656 -0.10012905
 -0.03544867 -0.0517976 ]","[ 0.04643505 -0.02960379  0.06818093 -0.00313003  0.02583504 -0.10018557
 -0.0355998  -0.05347237]"
86,"[ 0.04485146 -0.03344031  0.06552165 -0.00225406  0.02723998 -0.10347393
 -0.03587263 -0.05325758]","[ 0.04584695 -0.03390835  0.06478326 -0.00156955  0.02665808 -0.10214987
 -0.03637276 -0.0546196 ]","[ 0.04545074 -0.02950603  0.0673432  -0.00310543  0.02575274 -0.09986219
 -0.03522652 -0.05304405]","[ 0.0469951  -0.03208035  0.06755257 -0.00179634  0.02600652 -0.10112622
 -0.03609515 -0.05507635]","[ 0.04430794 -0.03248085  0.06549714 -0.0007318   0.02524619 -0.09914245
 -0.03421444 -0.05404943]","[ 0.04689942 -0.03498398  0.06648484 -0.00130467  0.02834446 -0.10505677
 -0.03751407 -0.05445837]","[ 0.04692948 -0.03072361  0.06859935 -0.00450194  0.02647472 -0.10172626
 -0.03539232 -0.05086387]","[ 0.04646229 -0.02931488  0.0688784  -0.00510196  0.02646318 -0.10010531
 -0.03509216 -0.04964813]","[ 0.04660128 -0.02907184  0.068439   -0.00445639  0.02606475 -0.10011781
 -0.03545407 -0.05179733]","[ 0.04642828 -0.02959274  0.06818472 -0.00312728  0.02582801 -0.10018338
 -0.03560214 -0.05347904]"
87,"[ 0.04485094 -0.03344861  0.06552973 -0.00224886  0.02724764 -0.10346153
 -0.03587624 -0.05325241]","[ 0.04584733 -0.03392134  0.06479655 -0.00156259  0.02666436 -0.10213719
 -0.03637759 -0.05461017]","[ 0.04544523 -0.02949799  0.06735134 -0.00309995  0.02574742 -0.09985876
 -0.03522676 -0.05305183]","[ 0.04699064 -0.03207546  0.06755926 -0.00179493  0.02600368 -0.10112358
 -0.03609615 -0.05507708]","[ 0.04430266 -0.03247747  0.06550282 -0.00073562  0.02524632 -0.09914956
 -0.03421799 -0.0540535 ]","[ 0.04689637 -0.03498825  0.06648781 -0.00130922  0.02834629 -0.10505631
 -0.03751797 -0.05445612]","[ 0.04693073 -0.03072904  0.06859622 -0.00449829  0.0264768  -0.10171499
 -0.03539834 -0.05085955]","[ 0.04646467 -0.02932161  0.06887166 -0.00510172  0.02646534 -0.10009188
 -0.03510123 -0.04964254]","[ 0.04659922 -0.02907102  0.06843904 -0.0044535   0.02606263 -0.10010656
 -0.03545975 -0.05179828]","[ 0.04642199 -0.02958151  0.06818865 -0.00312581  0.02582075 -0.10018119
 -0.03560497 -0.05348668]"
88,"[ 0.04485076 -0.03345622  0.06553773 -0.00224389  0.02725433 -0.10344926
 -0.0358793  -0.0532474 ]","[ 0.04584788 -0.03393363  0.06480929 -0.00155611  0.02666975 -0.102125
 -0.03638235 -0.05460095]","[ 0.04544017 -0.02948953  0.06735965 -0.00309569  0.02574204 -0.09985527
 -0.03522717 -0.05306046]","[ 0.04698645 -0.03207029  0.06756567 -0.00179384  0.02600044 -0.1011211
 -0.03609745 -0.05507837]","[ 0.04429812 -0.03247377  0.06550837 -0.00073995  0.02524557 -0.09915653
 -0.03422129 -0.05405822]","[ 0.04689308 -0.03499217  0.06649039 -0.00131338  0.02834756 -0.10505674
 -0.0375219  -0.0544534 ]","[ 0.04693239 -0.03073371  0.06859372 -0.0044959   0.02647855 -0.1017037
 -0.03540405 -0.05085622]","[ 0.04646776 -0.02932779  0.06886557 -0.00510322  0.02646724 -0.10007845
 -0.03510975 -0.04963803]","[ 0.04659764 -0.02906971  0.0684395  -0.00445208  0.02606034 -0.10009536
 -0.03546546 -0.05180029]","[ 0.04641603 -0.02956991  0.06819277 -0.00312539  0.02581339 -0.10017905
 -0.0356081  -0.05349521]"
